MetroShort,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Phoenix, AZ",1.671895716227299,4.883763744999917,1.9491074295201198,1.9491074295201198,-0.6245331700849568,0.8456379579092008,2.5144074935703244,0.9775480803621186,0.9775480803621186,0.13387309545871184,4232617,4809032,15649.681127027026,15623.58783822394,179247,270.9119725780705,307.80586698750767,38060,"Phoenix-Mesa-Scottsdale, AZ",Phoenix-Mesa-Scottsdale,AZ,0.34667766,0.44133058,0.38884294,0.48088622,AZ,287987.5896084475,-112.074,33.476898
"Pine Bluff, AR",-3.3614903957417264,0,-4.530924554501273,-4.530924554501273,-3.341240453598704,-0.9893543161305254,-0.3143006809848088,-1.3048194862300393,-1.3048194862300393,-0.9560865540384169,74945,69136,2410.3649482625483,2364.7929783783784,1909,31.69199193554457,29.235540122167052,38220,"Pine Bluff, AR",Pine Bluff,AR,0.22101925,0.23011872,0.27546775,0.28314459,AR,77129.13479583146,-92.001503,34.223701
"Pittsburgh, PA",-2.1598088014232797,-1.9772212420791098,-2.6035555429894783,-2.6035555429894783,-1.6184107882057657,-0.7114684446523559,-0.13153636562933887,-0.8611732632146225,-0.8611732632146225,-0.5492375318453669,2360528,2334327,5564.469288416988,5506.240732432432,95791,428.70047182939186,423.9420529237903,38300,"Pittsburgh, PA",Pittsburgh,PA,0.31597543,0.3994509,0.36815506,0.45329663,PA,159630.70274664758,-80.001503,40.440899
"Pittsfield, MA",0.5307494561993277,-2.5017494751574527,0.4287126754993079,0.4287126754993079,-1.1429701403994463,-0.8099663832311647,-0.437368789363191,-0.8774372157405576,-0.8774372157405576,-0.734032034803243,131219,126425,932.5880308880307,913.4455702702704,5716,143.65278487384302,138.40452470812613,76600,"Pittsfield, MA",Pittsfield,MA,0.28019553,0.35476792,0.32932425,0.40501913,MA,229727.7187017528,-73.252602,42.451801
"Pocatello, ID",-6.369023386257747,-5.464285714285714,-8.09833989234179,-8.09833989234179,-5.719153812517906,-2.751767916647819,-0.8214285714285714,-3.546991149108126,-3.546991149108126,-2.462266853636103,64008,66321,1474.1830216216215,1472.5548857142858,2800,43.46731019737299,45.03804961254803,38540,"Pocatello, ID",Pocatello,ID,0.25782228,0.31928506,0.2983416,0.35230783,ID,197565.13238567868,-112.448587,42.873989
"Portland, ME",1.32171496178332,-2.189508040662292,1.5768371237018537,1.5768371237018537,0.3346541719093316,-0.18366542094687224,-0.6527725835514908,-0.191815808747582,-0.191815808747582,-0.20638885237281454,514464,532490,2404.0700768339766,2107.9393764478764,29413,244.0601498070271,252.6116291339022,76750,"Portland-South Portland, ME",Portland-South Portland,ME,0.34153235,0.44550616,0.38491789,0.48178625,ME,315878.4527266518,-70.260002,43.655899
"Portland, OR",-2.189688369447338,-3.7202992364045118,-2.9004664025913547,-2.9004664025913547,-1.9633494354220036,-0.4484731840326728,-0.9891856273498972,-0.6289056952841692,-0.6289056952841692,-0.40480000380801573,2296028,2520998,4637.147712741313,4532.273648648648,128995,506.5951833434833,556.2325215626964,38900,"Portland-Vancouver-Hillsboro, OR-WA",Portland-Vancouver-Hillsboro,OR-WA,0.34609646,0.43952808,0.39116162,0.47749302,OR,414231.1374139787,-122.676,45.518501
"Providence, RI",-0.5261798416578712,-1.6644521595016646,-0.5874366915739545,-0.5874366915739545,-0.6548977054480469,-0.2225836511628482,0.6557798637006558,-0.32834487241915433,-0.32834487241915433,-0.1719739870033888,1600852,1618268,1758.1275548262547,1586.9024725868726,69993,1008.7904125515588,1019.7652520901282,77200,"Providence-Warwick, RI-MA",Providence-Warwick,RI-MA,0.31182271,0.39236581,0.36166343,0.44020227,RI,318636.20988411043,-71.413696,41.824001
"Provo, UT",0.10917365060884064,-2.9876386451058745,0.11299553468480743,0.11299553468480743,0.009514394957048151,0.014674744764260707,-0.6274041154722336,0.03758992312691398,0.03758992312691398,0.040153971937372704,519434,620113,2609.399767953668,2599.2289563706563,26777,199.84157175799308,238.5757508895536,39340,"Provo-Orem, UT",Provo-Orem,UT,0.39045295,0.49995038,0.42573538,0.53445166,UT,363077.3134200927,-111.661,40.232498
"Pueblo, CO",-1.81539542160212,-2.7314814814814814,-2.0991666932728843,-2.0991666932728843,-1.6806615369879634,-0.24392580058107977,-0.5787037037037037,-0.2717665464065643,-0.2717665464065643,-0.21263688898821875,151475,156605,2626.533732818533,2614.7513501930503,4320,57.930938629715754,59.892884265434134,39380,"Pueblo, CO",Pueblo,CO,0.23212163,0.25160402,0.27505085,0.29389712,CO,191885.65214471865,-104.612,38.273602
"Punta Gorda, FL",9.278012650345755,34.37216887117231,9.994952970864878,9.994952970864878,3.0288729394028775,2.977091731393177,9.929335024460952,3.2375708714318487,3.2375708714318487,0.9576246190148461,133142,152565,621.5543598455599,576.6203818532819,5519,230.90061362741997,264.58482010235184,39460,"Punta Gorda, FL",Punta Gorda,FL,0.17911726,0.22914267,0.22786549,0.27741969,FL,220403.3717440688,-82.053244,26.93387
"Racine, WI",-1.9871386776729445,-4.687879523925188,-2.7952989649425244,-2.7952989649425244,-1.2932853596949907,-0.5929942274265195,-0.5829487490891426,-0.7814791235988814,-0.7814791235988814,-0.2975700827616793,138259,139799,235.7333806949807,223.9032687258687,4117,617.4943348829557,624.3723050383868,39540,"Racine, WI",Racine,WI,0.23774509,0.3195897,0.26775187,0.34069699,WI,189607.64558429245,-87.782997,42.729301
"Raleigh, NC",0.6184936351119126,-1.415983606557377,0.6663810596214355,0.6663810596214355,0.5122593929499444,0.08047171477119112,-0.5368852459016393,0.07117018802785444,0.07117018802785444,0.07362100524031034,900428,1036389,1995.4474606177607,1971.5117555984557,48800,456.71956935741105,525.6823841181725,39580,"Raleigh, NC",Raleigh,NC,0.35944811,0.49456331,0.41300467,0.54099578,NC,285959.10075343406,-78.639099,35.7766
"Rapid City, SD",1.2672506590863677,1.0208983905837137,0.9100870831963594,0.9100870831963594,1.418083138346902,-0.38159328086425726,-0.8167187124669709,-0.6220872894629976,-0.6220872894629976,-0.2552549649024423,142525,155139,10598.433091891891,10571.947714285714,8326,13.481432546947628,14.674590169450328,39660,"Rapid City, SD",Rapid City,SD,0.23685537,0.2853744,0.28334743,0.32253391,SD,227280.89122412392,-103.226297,44.083046
"Reading, PA",-1.8444575065366762,0.3156082631981637,-2.0236044232233703,-2.0236044232233703,-1.5986263569213486,-0.7010096739914118,0.3156082631981637,-0.7415182462307338,-0.7415182462307338,-0.5921374569650711,338505,345359,559.4626888030888,551.7109050193051,10456,613.5550284041518,625.9782013696384,39740,"Reading, PA",Reading,PA,0.26327392,0.33007059,0.31614298,0.37022027,PA,185454.1248257539,-75.924797,40.335098
"Redding, CA",-3.8393731635651323,-5.329332761823117,-5.234775594860864,-5.234775594860864,-4.073284553782336,-1.8499740738606902,-1.9859979997142447,-2.571527337673561,-2.571527337673561,-1.8603445295846055,172154,173570,3544.192638996139,3472.1157073359072,6999,49.581872987778596,49.98969349819773,39820,"Redding, CA",Redding,CA,0.26435575,0.30473611,0.31896758,0.35356098,CA,276115.70398868754,-122.39,40.5825
"Reno, NV",-0.6057367987820108,0.18393623543838136,-0.9056731627540282,-0.9056731627540282,-0.363138016336867,-0.27126757320858064,0.02627660506262591,-0.45939565320319437,-0.45939565320319437,-0.1346564414646277,424825,460431,5842.964567567567,5621.926405791505,22834,75.5657348275425,81.89915106780491,39900,"Reno, NV",Reno,NV,0.2589801,0.34564951,0.30929998,0.38923916,NV,385552.5104689571,-119.813,39.528702
"Richmond, VA",0.15157585334290513,-3.2084098007018897,0.10782493395671952,0.10782493395671952,0.0578238832296503,-0.040741094749143995,-0.34772529701535787,-0.12944957493005885,-0.12944957493005885,-0.04690987947821572,1384485,1475169,7019.223209266409,6804.1869050193045,62118,203.475451119471,216.80312733793352,40060,"Richmond, VA",Richmond,VA,0.33731318,0.45246115,0.38674715,0.50246274,VA,246630.35153008727,-77.437401,37.542801
"Riverside, CA",0.16505114654730846,1.890501329084235,0.1086536779973528,0.1086536779973528,-0.43152541259457655,0.04995698949549433,0.5189757488663693,0.034490518602819965,0.034490518602819965,-0.09025991838213036,4170209,4505876,9874.33188957529,9828.782715830115,134303,424.28539937946874,458.43683091527623,40140,"Riverside-San Bernardino-Ontario, CA",Riverside-San Bernardino-Ontario,CA,0.248191,0.30152175,0.30143875,0.3496232,CA,377471.7253552921,-117.376,33.980202
"Roanoke, VA",-0.29728876716791724,-1.5254105377850415,-0.4748814747694824,-0.4748814747694824,-0.37873774447419595,-0.43269769193960556,-0.14008872285780996,-0.49453104054462216,-0.49453104054462216,-0.41606852573957365,290999,294663,1907.658143243243,1889.84255019305,12849,153.98055249114486,155.91933834376823,40220,"Roanoke, VA",Roanoke,VA,0.26184613,0.32308793,0.31594259,0.37510112,VA,179886.05576281325,-79.942802,37.2715
"Rochester, MN",-2.648593908234011,-1.6631430584918956,-3.6398950949079487,-3.6398950949079487,-2.089273194671652,-1.0989068058476799,-0.1832276250880902,-1.4725662797642232,-1.4725662797642232,-0.7732855547765574,181842,192555,1474.480530888031,1460.8834092664092,7095,124.47399898347328,131.80723306091386,40340,"Rochester, MN",Rochester,MN,0.24306482,0.30965853,0.29439834,0.34877658,MN,237210.9985788321,-92.463799,44.022301
"Rochester, NY",-2.253130179137805,-1.9181219582021185,-2.615867815847727,-2.615867815847727,-1.3501976040270272,-0.890666831497657,-0.5491502485490461,-1.0579445317962843,-1.0579445317962843,-0.552731107857416,1041129,1035404,2819.4932351351354,2791.94044015444,38423,372.90516123703856,370.854616061482,40380,"Rochester, NY",Rochester,NY,0.33922747,0.40852714,0.39265522,0.45416301,NY,158614.162290463,-77.607498,43.1563
"Rockford, IL",-2.3125034863613543,-1.386061839682078,-2.9145632286495227,-2.9145632286495227,-1.5629357951692977,-1.1362051653929828,-0.40709508578075027,-1.4409828749930271,-1.4409828749930271,-0.8935544151280191,293736,286832,592.0462571428571,586.9668108108108,10317,500.4303388027096,488.6681746175437,40420,"Rockford, IL",Rockford,IL,0.25203148,0.30058146,0.29251796,0.32495639,IL,123639.40709825885,-89.093399,42.272999
"Rocky Mount, NC",0.4254315143739816,-1.2114285714285715,0.1850663953342624,0.1850663953342624,0.39593886173107123,-0.176955915857462,-0.4114285714285714,-0.3093779262241294,-0.3093779262241294,-0.20718588481644512,139564,135627,607.4575320463321,602.7614810810811,4375,231.54100648516123,225.00940132529135,40580,"Rocky Mount, NC",Rocky Mount,NC,0.22235194,0.26582471,0.25984055,0.30102256,NC,113734.91722734022,-77.799724,35.940093
"Rome, GA",-2.2442599532100784,-0.5635566687539135,-3.558725492225834,-3.558725492225834,-2.3105111695410034,-1.5610442847974162,-2.128991859737007,-1.9390902879857557,-1.9390902879857557,-1.5299890271422951,46816,48301,300.1734444015444,294.8075528957529,1597,158.8019015800271,163.83908595815302,40660,"Rome, GA",Rome,GA,0.22382703,0.28373984,0.27734238,0.33074236,GA,137899.81998799782,-85.168411,34.256466
"Sacramento, CA",-1.1812144929922757,-2.9546601153787098,-1.440292776860143,-1.440292776860143,-1.279806562946857,-0.3201406753829842,-0.44857312070894295,-0.4398584172507137,-0.4398584172507137,-0.3419426712527872,2209489,2380516,5096.927435135135,5019.393163320464,91178,440.1904628922042,474.263705301225,40900,"Sacramento--Roseville--Arden-Arcade, CA",Sacramento--Roseville--Arden-Arcade,CA,0.3502709,0.44375852,0.40342751,0.4892731,CA,429048.08300021023,-121.493,38.579201
"Saginaw, MI",-3.5294461450791585,-0.60093478744714,-4.753830081021647,-4.753830081021647,-2.6359432190945156,-1.5517581478261504,-1.0905853549966613,-2.109923507967007,-2.109923507967007,-1.1908501793581099,142964,136877,371.8123934362934,360.5609501930502,4493,396.50439107023305,379.6223632279475,40980,"Saginaw, MI",Saginaw,MI,0.23427187,0.28549826,0.27311924,0.32497358,MI,98582.5900201558,-83.936501,43.432499
"Salem, OR",-8.539511553850964,-13.68909512761021,-11.344024607373278,-11.344024607373278,-8.446021403820014,-2.5376353692701388,-3.4204026644712218,-3.218294714137114,-3.218294714137114,-2.4409544291357426,289515,313402,774.9911567567567,768.4352181467182,13361,376.759150495784,407.8443993702561,41420,"Salem, OR",Salem,OR,0.29286161,0.35281464,0.35163167,0.40096799,OR,308430.5429347667,-123.038,44.942799
"Salinas, CA",-2.067264337147183,-2.5324415480477906,-2.5119178727990814,-2.5119178727990814,-2.241362109673772,-0.7615310431977652,-0.42302635339850225,-0.9237353948596165,-0.9237353948596165,-0.7861785930161362,489095,511207,3295.8221934362937,3241.681196911197,17493,150.87695867996806,157.69811062454212,41500,"Salinas, CA",Salinas,CA,0.21735431,0.30006251,0.25850368,0.33795309,CA,574724.4224150188,-121.655,36.674599
"Salt Lake City, UT",-3.852182909306634,-5.55385296421153,-4.974483712095815,-4.974483712095815,-3.895636557758131,-1.3484210285105158,-1.7434535362822214,-1.781625047633516,-1.781625047633516,-1.3390852837260145,1071123,1178267,2151.026496911197,2115.9853586872587,58734,506.20529844522014,556.8408094898105,41620,"Salt Lake City, UT",Salt Lake City,UT,0.39780337,0.48986137,0.43339336,0.52558041,UT,362950.585661729,-111.889,40.763599
"San Angelo, TX",-2.7491892249652525,-1.782304264799491,-3.8909755774703814,-3.8909755774703814,-2.7624263683897015,-1.382454166390893,-1.0821133036282622,-1.9884671387914488,-1.9884671387914488,-1.3758355946786684,113045,120872,2366.973519305019,2348.3872722007723,4713,48.13729036014609,51.47021593534944,41660,"San Angelo, TX",San Angelo,TX,0.27410376,0.31661162,0.33316553,0.38073868,TX,163606.12184415376,-100.439,31.4627
"San Antonio, TX",0.43319192598112516,-0.9309119718745744,0.45256034976808224,0.45256034976808224,0.3367962711319569,-0.01822385222201117,-0.4208910511135044,-0.04952098462377688,-0.04952098462377688,-0.04200821169216382,2140051,2463804,7617.925059073359,7558.658618532819,80781,283.1257645044164,325.9578351586196,41700,"San Antonio-New Braunfels, TX",San Antonio-New Braunfels,TX,0.3269262,0.41764671,0.37705666,0.4631488,TX,208016.59412789575,-98.4907,29.426399
"San Diego, CA",-2.311141265174245,-2.018833065902945,-2.8640760618520904,-2.8640760618520904,-2.595716827991586,-0.7255787361507888,-0.5152563176433735,-0.9145095503657031,-0.9145095503657031,-0.82480291654679,3041838,3260294,2725.033786100386,2688.791005791506,156427,1131.3032487270489,1212.550173285134,41740,"San Diego-Carlsbad, CA",San Diego-Carlsbad,CA,0.3477357,0.45893136,0.39516366000000003,0.50030339,CA,615168.0946564456,-117.162,32.714001
"San Francisco, CA",-4.288912213140652,-6.20644173777112,-4.753976702215472,-4.753976702215472,-3.9114852916606697,-0.9174205693433314,-1.237543151175666,-1.0386922042410438,-1.0386922042410438,-0.9561289020563388,4453606,4836168,2721.3615884169885,2598.56192007722,245648,1713.8733410930824,1861.0940007372565,41860,"San Francisco-Oakland-Hayward, CA",San Francisco-Oakland-Hayward,CA,0.39781314,0.53622544,0.44755739,0.5840202,CA,954527.8849215688,-122.408,37.785702
"San Jose, CA",-3.8360961918889678,-5.394417340551137,-4.615711030918532,-4.615711030918532,-3.7938649634925476,-0.9064251290511307,-1.2631156853572145,-1.0923236504004614,-1.0923236504004614,-0.992002936413864,1822974,1972474,2547.5307938223937,2535.351046718147,89778,719.0223233030099,777.9885166408195,41940,"San Jose-Sunnyvale-Santa Clara, CA",San Jose-Sunnyvale-Santa Clara,CA,0.47426072,0.63637751,0.51112145,0.66457206,CA,1186118.649157202,-121.89,37.334202
"San Luis Obispo, CA",-0.6386325812494473,0.9341003588312354,-0.6934644008565126,-0.6934644008565126,-1.1279918315060526,-0.5665418702313603,-0.4670501794156177,-0.5939041809932438,-0.5939041809932438,-0.6477444183298002,356515,373141,2690.556102702703,2651.2453606177605,17557,134.47076807592387,140.74178329275992,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",San Luis Obispo-Paso Robles-Arroyo Grande,CA,0.25224799,0.32955092,0.3068558,0.36732909,CA,625416.9866224718,-120.662377,35.282645
"Santa Cruz, CA",-3.859768515461928,-5.718370264474625,-4.1479814934256964,-4.1479814934256964,-3.4788703066992372,-1.0269015708242129,-1.1232513019503727,-1.1405108098911645,-1.1405108098911645,-1.0726093558757357,188379,196903,307.8257335907336,298.6764471042471,9793,630.7126049823743,659.2518489791561,42100,"Santa Cruz-Watsonville, CA",Santa Cruz-Watsonville,CA,0.2935839,0.39231578,0.34384391,0.43725133,CA,846615.2331575328,-122.02940099999999,36.974375
"Santa Fe, NM",2.0786640632716167,0.29542097488921715,2.265181617194563,2.265181617194563,0.6883295472675749,0.7004854774621457,0.38158542589857214,0.7207706859743358,0.7207706859743358,0.45888636484504985,126696,131623,832.7295822393822,831.6611177606177,8124,152.3408961827499,158.26518420677914,42140,"Santa Fe, NM",Santa Fe,NM,0.33923164,0.43170851,0.39852861,0.49008697,NM,380268.5428383178,-105.938215,35.689477
"Santa Rosa, CA",-1.007585947167375,-2.202118270079435,-1.206262441491365,-1.206262441491365,-1.453919406036477,-0.3781137354064669,-0.1235657546337158,-0.41680744606445363,-0.41680744606445363,-0.4370796793457793,451303,464675,1518.1390494208497,1502.8172397683395,22660,300.3046465381038,309.2026014231976,42220,"Santa Rosa, CA",Santa Rosa,CA,0.28310573,0.3749643,0.33938694,0.42393923,CA,676879.447648274,-122.713,38.441399
"Savannah, GA",-1.6102484273920865,-4.39965052421368,-2.327102445995432,-2.327102445995432,-1.8580378446658927,-0.9957510877470557,-1.0172241637543684,-1.3857323312875607,-1.3857323312875607,-0.966149056435252,352686,391865,1206.6030532818534,1159.9307038610038,16024,304.05781899386886,337.8348367670744,42340,"Savannah, GA",Savannah,GA,0.25080073,0.3287355,0.3030524,0.36976883,GA,201854.88835811545,-81.089996,32.0788
"Scranton, PA",-1.081421363059669,0.3726497656823443,-1.5169535025616687,-1.5169535025616687,-0.7806068588806137,-0.7348939013878532,0.2597255942634521,-0.92468015457178,-0.92468015457178,-0.5510735765546764,523508,516265,1758.5981142857142,1728.9961803088804,17711,302.7814670512903,298.5923311338783,42540,"Scranton--Wilkes-Barre--Hazleton, PA",Scranton--Wilkes-Barre--Hazleton,PA,0.24909435,0.30590999,0.30106217,0.35706991,PA,139601.2231546848,-75.663902,41.408699
"Seattle, WA",-3.24839010613384,-5.27530412555172,-4.179904498837915,-4.179904498837915,-2.6647139527959145,-0.4400645991261284,-1.1130141416441148,-0.6916794469130034,-0.6916794469130034,-0.414147771804682,3406020,3835346,4920.597171814672,4687.218837451737,193259,726.6611861143065,818.2562267745817,42660,"Seattle-Tacoma-Bellevue, WA",Seattle-Tacoma-Bellevue,WA,0.37474459,0.49018329,0.42281505,0.53369951,WA,518266.2838602286,-122.335,47.6077
"Sebastian, FL",5.418490470695083,11.745056119722074,5.801506388151021,5.801506388151021,2.9055673538509863,1.5098024487343198,2.7258150721539285,1.5996667645432012,1.5996667645432012,1.0440922406670172,131307,146443,472.16862779922775,428.9650054054054,7484,306.10189256791386,341.3868221292316,42680,"Sebastian-Vero Beach, FL",Sebastian-Vero Beach,FL,0.23924349,0.29655632,0.29237634,0.36039153,FL,241563.32178915915,-80.474951,27.817223
"Sheboygan, WI",-4.673224895295607,-4.332615715823466,-5.890425635531313,-5.890425635531313,-4.0946722509009454,-2.0044803740138306,-1.3455328310010763,-2.286451738579916,-2.286451738579916,-1.7463718710431482,102946,102670,346.1178648648649,332.78239498069496,3716,309.3492971765288,308.5199263799877,43100,"Sheboygan, WI",Sheboygan,WI,0.2467314,0.33989111,0.27550825,0.35662973,WI,182601.30450488487,-87.712502,43.751598
"Sherman, TX",1.700552090595617,0.08815750808110491,1.8303781726366566,1.8303781726366566,1.6666352621959262,-0.030148291910836428,0.14692918013517484,-0.19012266586271223,-0.19012266586271223,0.01601628007763185,98728,106142,631.756145945946,608.6537683397684,3403,162.2071613378842,174.38814235805145,43300,"Sherman-Denison, TX",Sherman-Denison,TX,0.25330776,0.27163905,0.29935434,0.3038756,TX,186165.62587497476,-96.611603,33.638401
"Shreveport, LA",-1.9352681825722802,-0.7618662351672061,-2.577961219226496,-2.577961219226496,-1.963672560365587,-0.7860220297315913,-0.9034519956850053,-1.0304504984591254,-1.0304504984591254,-0.7714427915721949,397436,397826,2773.420255212355,2665.5123138996137,14832,149.10304406681047,149.24935740326225,43340,"Shreveport-Bossier City, LA",Shreveport-Bossier City,LA,0.24113959,0.28996527,0.29716572,0.3393575,LA,149685.8307060551,-93.749298,32.511799
"Sioux City, IA",-4.268149424387188,-0.773286467486819,-4.902498237919962,-4.902498237919962,-3.4193389037151274,-1.8036470538624192,-0.6151142355008787,-1.998048157496822,-1.998048157496822,-1.4524358873955554,165548,165997,3212.9799826254825,3187.7926173745172,5690,51.9318600268126,52.07270984168223,43580,"Sioux City, IA-NE-SD",Sioux City,IA-NE-SD,0.23079897,0.27648738,0.27335745,0.32779449,IA,150258.92055491707,-96.403801,42.493801
"Sioux Falls, SD",-4.118032134202598,-4.162483589466368,-5.952828491254397,-5.952828491254397,-3.6689801965415727,-1.1029144351248197,-0.24712332998687156,-1.4394545531110148,-1.4394545531110148,-0.9880673922447619,230168,261217,2830.999866795367,2819.8019644787646,12949,81.6255903426701,92.63664728607476,43620,"Sioux Falls, SD",Sioux Falls,SD,0.29081249,0.36277238,0.34037104,0.40788794,SD,227431.62582454673,-96.727303,43.545799
"South Bend, IN",-6.846107946015591,-3.646940373643584,-8.872879713279087,-8.872879713279087,-5.948774860991285,-2.8596078490990564,-0.9732632285490548,-3.7001212406836603,-3.7001212406836603,-2.533892282023313,260974,263113,673.6438945945946,649.8817679536679,8939,401.57150557054194,404.8628734861787,43780,"South Bend-Mishawaka, IN-MI",South Bend-Mishawaka,IN-MI,0.27566135,0.34196228,0.32677719,0.38517532,IN,140046.89191250518,-86.250397,41.674702
"Spartanburg, SC",0.8352584929451721,-0.40275431986488247,0.8543106701396238,0.8543106701396238,0.7160673361006544,0.06902962751612993,-0.6236195920488502,0.06152840799271049,0.06152840799271049,0.030373036107097167,196447,217298,416.885455984556,409.8700436293436,7697,479.2909436866585,530.1631660510138,43900,"Spartanburg, SC",Spartanburg,SC,0.2362117,0.30303571,0.27095395,0.32709742,SC,165641.33806865534,-81.931702,34.9505
"Spokane, WA",-1.4127732567101294,-3.6593886462882095,-1.9979408172702589,-1.9979408172702589,-0.7997612770885291,-0.45195306170038696,-1.205240174672489,-0.7196665783971574,-0.7196665783971574,-0.20789445601609402,473579,506026,2134.438546718147,2109.5540374517377,22900,224.49247167522935,239.873447665394,44060,"Spokane-Spokane Valley, WA",Spokane-Spokane Valley,WA,0.28824699,0.34493747,0.34154212,0.38370025,WA,262178.5556424123,-117.421,47.657501
"Springfield, IL",-2.6826051857014637,5.723114956736712,-3.664137830750177,-3.664137830750177,-1.9771050929384808,-1.5694493890178656,1.5822002472187888,-1.9163829456509205,-1.9163829456509205,-1.282636273836326,200506,199433,1008.0370945945946,995.078423938224,8090,201.4976861888503,200.41937921908064,44100,"Springfield, IL",Springfield,IL,0.38129437,0.46403995,0.42916358,0.49849075,IL,140763.69284418615,-89.647003,39.799801
"Springfield, MA",-2.2875821660271414,-3.2568434366248082,-2.525765466777292,-2.525765466777292,-1.8791618529715435,-0.9049508824592043,-0.6820851025386214,-0.9779096020186817,-0.9779096020186817,-0.7125934832683336,693392,700259,1916.4259115830116,1855.453635135135,22138,373.7048379274103,377.40581965498654,78100,"Springfield, MA-CT",Springfield,MA-CT,0.30223149,0.35632816,0.35325184,0.40119877,MA,241583.92125529324,-72.594101,42.103298
"Springfield, MO",-4.872749552266943,-4.891654151469642,-6.889928362710905,-6.889928362710905,-4.7535111697615235,-2.0112640211141484,-1.7807337481227203,-2.7925346403996607,-2.7925346403996607,-1.9205391648600245,403428,424360,3140.7838525096527,3114.7929783783784,18644,129.52000431503234,136.2401941142586,44180,"Springfield, MO",Springfield,MO,0.28283477,0.34036371,0.33333564,0.38588983,MO,160162.31659553232,-93.2901,37.207298
"Springfield, OH",-1.2412058750925696,3.4393809114359417,-1.7317483337447543,-1.7317483337447543,-0.6611021969883979,-0.43044927178474446,0,-0.5740095038262157,-0.5740095038262157,-0.2476240434460627,132980,129632,352.0480084942085,347.5134957528958,3489,382.66139768729226,373.0272394720941,44220,"Springfield, OH",Springfield,OH,0.23694029,0.2833592,0.29054794,0.33243307,OH,114621.01567599284,-83.806,39.9244
"State College, PA",-3.6918974102548074,-4.57190357439734,-3.9153836003639113,-3.9153836003639113,-2.848789160433638,-1.5542638081546762,-1.3715710723192018,-1.5891270982214163,-1.5891270982214163,-1.3229993541262994,137015,143991,645.4441011583011,645.1765563706564,4812,212.36822486352767,223.18076901305852,44300,"State College, PA",State College,PA,0.29183468,0.36360225,0.36125666,0.42701855,PA,251063.2455353167,-77.859001,40.7943
"Stockton, CA",-0.5791570267004293,-0.10018924635422463,-0.7397421650605117,-0.7397421650605117,-0.6157433552547683,-0.3028619313938025,-0.12245352332183011,-0.4097972419069827,-0.4097972419069827,-0.30863073008701775,614626,658716,1190.5058725868726,1164.5303675675675,17966,527.7887267841803,565.6494826973934,44700,"Stockton-Lodi, CA",Stockton-Lodi,CA,0.22769897,0.27840576,0.28545684,0.32741696,CA,385841.18438136607,-121.288,37.952999
"Sumter, SC",-0.19461792961907964,-0.2776813606386671,-0.49220643654570867,-0.49220643654570867,-0.18046389837405566,-0.2875037596645495,-0.03471017007983339,-0.4888448541250155,-0.4888448541250155,-0.2689265936554555,113781,113042,920.0061976833978,895.8817301158301,2881,127.00448750672598,126.17960183805133,44940,"Sumter, SC",Sumter,SC,0.22416908,0.28086683,0.27269158,0.33070678,SC,137807.1608816994,-80.341589,33.920707
"Syracuse, NY",-3.235987416747384,-2.6184421211264954,-3.8743046210023744,-3.8743046210023744,-2.317958564412024,-1.3400992602624653,-0.6687388151078459,-1.6052218784018926,-1.6052218784018926,-0.9668875307509663,593799,583315,2416.0953934362933,2382.179794980695,21234,249.26707935779973,244.86606814022076,45060,"Syracuse, NY",Syracuse,NY,0.32639894,0.39347753,0.38042909,0.4399682,NY,145769.87730672475,-76.150497,43.048199
"Tallahassee, FL",-1.025942236735201,-1.0298068312651911,-1.0315571034532725,-1.0315571034532725,-0.9198548932140326,-0.4641968153096974,-0.33260841755149034,-0.5017413849314571,-0.5017413849314571,-0.4243493740846732,372046,386474,2622.1193918918916,2499.7504590733593,15634,148.83325599544642,154.60503211319073,45220,"Tallahassee, FL",Tallahassee,FL,0.38014126,0.44594127,0.43416938,0.49343306,FL,194249.23609805809,-84.281197,30.4405
"Tampa, FL",0.8791322799697185,1.5388084098979764,0.7339535501984985,0.7339535501984985,-0.6876528860509563,0.11178817308362553,0.2747872160532101,0.03833802629680606,0.03833802629680606,-0.3857145867679504,2776089,3084405,2723.180076061776,2501.362783783784,141928,1109.8306163333257,1233.0898260724318,45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa-St. Petersburg-Clearwater,FL,0.34797734,0.43807134,0.39938056,0.49317366,FL,234190.1838608375,-82.456398,27.9491
"Terre Haute, IN",-1.693379264672565,-0.17159199237368922,-2.332157940293132,-2.332157940293132,-1.33611399957012,-1.159514583974765,-0.3050524308865586,-1.5716186149726097,-1.5716186149726097,-1.0003427422868463,174868,172141,1538.3630907335908,1518.1293467181467,5245,115.1864960505672,113.39020642221956,45460,"Terre Haute, IN",Terre Haute,IN,0.2212273,0.24653159,0.26568964,0.2922712,IN,104211.0436072368,-87.410004,39.465302
